Date,BTC Price,Signal Intensity Percent,Signal Intensity Percent Change
2010-07-19,0.0808,26.09185863401613,-6.72838568335875
2010-07-20,0.07473333333333332,22.909161508505953,-12.198046793649553
2010-07-21,0.07921,24.332005062315282,6.210805896501448
2010-07-22,0.055945,16.419510542852944,-32.518875855886556
2010-07-23,0.062283333333333336,16.659978994249556,1.4645287432230036
2010-07-24,0.05454,12.167253656529144,-26.967172883418066
2010-07-25,0.0505,14.65086386698965,20.412249802384608
2010-07-26,0.056,15.060617156535267,2.796785863725404
2010-07-27,0.059844444444444436,12.09800113854291,-19.671278986776354
2010-07-28,0.0589,11.030023512858609,-8.827719665869772
2010-07-29,0.06920000000000001,15.518473462327522,40.693022496609885
2010-07-30,0.06428333333333333,15.78053454625109,1.6887040117685936
2010-07-31,0.06785,18.186809584909817,15.248374708766587
2010-08-01,0.0611,18.924262501226142,4.054877865594486
2010-08-02,0.06,18.798951437804835,-0.6621714500799625
2010-08-03,0.06,17.4520233183358,-7.164910893702037
2010-08-04,0.05795,17.557818258879895,0.6062044418250423
2010-08-05,0.061,16.279136218359135,-7.282693223425207
2010-08-06,0.0621,10.930415142898944,-32.85629534463909
2010-08-07,0.059,10.673201679206914,-2.3531902524226767
2010-08-08,0.0609,14.391484365391232,34.837556695177256
2010-08-09,0.071,17.075408009061498,18.649387203759105
2010-08-10,0.07,17.3543650998429,1.6336774537590415
2010-08-11,0.067,21.327599858960276,22.89472842284126
2010-08-12,0.07,19.243351250062858,-9.77254178942114
2010-08-13,0.0645,18.22888779426356,-5.271760841532136
2010-08-14,0.067,24.136010173272165,32.405281362626596
2010-08-15,0.06529,17.357855570383897,-28.083161028802884
2010-08-16,0.0655,11.68668234531615,-32.67208441775461
2010-08-17,0.07,11.05839929709905,-5.376059942870837
2010-08-18,0.068,11.76780731079579,6.4151057909695774
2010-08-19,0.0667,11.070413913603582,-5.926281581381931
2010-08-20,0.0655,15.520452206976332,40.197578230606524
2010-08-21,0.0664,13.759534748312872,-11.345787063291501
2010-08-22,0.066,16.327890314656802,18.666005888453817
2010-08-23,0.06491,16.606545202126384,1.7066190554908767
2010-08-24,0.065,16.77807870387646,1.0329270758141273
2010-08-25,0.0648,16.54863357750244,-1.3675292053613286
2010-08-26,0.064,15.708557568631779,-5.07640709389281
2010-08-27,0.065,12.550644969519087,-20.103135410845663
2010-08-28,0.0646,12.463312677879975,-0.6958390732206277
2010-08-29,0.064,11.526600969677887,-7.515752291640521
2010-08-30,0.06497,10.344067678428157,-10.259167419437231
2010-08-31,0.06,12.218586937020175,18.121684011225092
2010-09-01,0.062300000000000015,9.799968489787211,-19.79458393756626
2010-09-02,0.0631,10.098622230408774,3.0474969479013847
2010-09-03,0.06085,10.351314208704549,2.502242113135744
2010-09-04,0.06238,11.806367453288374,14.05670058165418
2010-09-05,0.0616,10.585973363195054,-10.336744938032648
2010-09-06,0.0616,9.911570739205587,-6.370719071844699
2010-09-07,0.061505,9.96751565024246,0.5644404152369109
2010-09-08,0.061495,10.26600445757156,2.994615888281449
2010-09-09,0.06111000000000001,7.924700671323906,-22.806378040493204
2010-09-10,0.0618,11.103728258580462,40.11542793988541
2010-09-11,0.06366000000000001,10.446996334533653,-5.9145172572042775
2010-09-12,0.0615,11.121669214774883,6.4580560635503215
2010-09-13,0.062179999999999985,10.78996165823468,-2.982533917656338
2010-09-14,0.06199,13.547229764539589,25.554012086786404
2010-09-15,0.0604,10.105987664776688,-25.401813947014386
2010-09-16,0.0618,14.14820294611488,39.99822100938131
2010-09-17,0.05938,12.543870106915941,-11.339481383672767
2010-09-18,0.061,14.766137935461396,17.715966520732927
2010-09-19,0.0627,13.388984485918362,-9.326429534670345
2010-09-20,0.0621,13.002631539711047,-2.885603061334907
2010-09-21,0.06265,10.847082631080744,-16.577789673168
2010-09-22,0.062038,10.690696182931138,-1.4417374096653668
2010-09-23,0.06231,15.082943249694598,41.08476184905676
2010-09-24,0.0622,14.599079437818451,-3.208019839801124
2010-09-25,0.06202000000000001,12.891687821380648,-11.69520053445876
2010-09-26,0.06219,12.749519387228986,-1.1027914740215583
2010-09-27,0.0622,14.455151202269393,13.378008717323997
2010-09-28,0.061904999999999995,13.021748735688398,-9.916205278821
2010-09-29,0.06183,9.468190328899059,-27.289410039453344
2010-09-30,0.0619,8.141123639235909,-14.016054214844441
2010-10-01,0.06197,8.72255124950019,7.141859478243373
2010-10-02,0.0614,4.586276536152314,-47.420469023726156
2010-10-03,0.06111000000000001,6.067588328452297,32.29878923835541
2010-10-04,0.06129,8.271371133085683,36.32057228239016
2010-10-05,0.0614,6.3701982741429815,-22.984978286586177
2010-10-06,0.06297666666666668,10.036530927462852,57.554451141681675
2010-10-07,0.067,10.237649337717269,2.0038638022237265
2010-10-08,0.084925,15.452752244260637,50.9404330477508
2010-10-09,0.0938,18.902173453137724,22.322374385820165
2010-10-10,0.0965,23.003639725955356,21.698384489942324
2010-10-11,0.095,20.4996614391994,-10.8851395543753
2010-10-12,0.0949,19.70709577782192,-3.866237809478834
2010-10-13,0.105,24.012044344481286,21.844662527616542
2010-10-14,0.102,27.716731407268664,15.428453361318372
2010-10-15,0.105,24.89423816422593,-10.183355322707865
2010-10-16,0.101,33.05458536629164,32.78006399807196
2010-10-17,0.102,33.65177284431493,1.8066706068329275
2010-10-18,0.1024,32.54098641729766,-3.300825879682956
2010-10-19,0.09715,31.584378076963766,-2.9397029581911926
2010-10-20,0.099,32.09697747128854,1.62295231229721
2010-10-21,0.107,25.29683212881094,-21.18624829568604
2010-10-22,0.106,22.135999906087683,-12.494972519200687
2010-10-23,0.104995,24.64883975660128,11.351824454166781
2010-10-24,0.11501,32.01624853151211,29.889474911036107
2010-10-25,0.132,40.9373500880085,27.86429380605213
2010-10-26,0.1503,48.620589345225945,18.76828676184403
2010-10-27,0.1877,53.357341080449714,9.742275441358617
2010-10-28,0.1731,50.18005286271055,-5.954734912574811
2010-10-29,0.19,51.75833432592327,3.145236748814906
2010-10-30,0.1989,52.06901401285319,0.6002505509036693
2010-10-31,0.1925,50.628929070293026,-2.765723472706205
2010-11-01,0.1955,58.716802145606906,15.974805755983311
2010-11-02,0.1938,58.02508617956028,-1.178054561505737
2010-11-03,0.1931,57.535288056508406,-0.8441144258470978
2010-11-04,0.23,58.68472718573767,1.9977985129757903
2010-11-05,0.2639,63.65833375767635,8.475129408367476
2010-11-06,0.38,67.38489903403624,5.854010082239247
2010-11-07,0.34,67.0647973792911,-0.4750347026319046
2010-11-08,0.243,52.92242190955708,-21.087628714883778
2010-11-09,0.21,49.778021361254076,-5.941528060973278
2010-11-10,0.2362,51.80485068820372,4.071735419614875
2010-11-11,0.2231,50.491343704590506,-2.5354903376110127
2010-11-12,0.2682,53.83068422530508,6.613689150861268
2010-11-13,0.276,53.92800098089731,0.18078305522724047
2010-11-14,0.27904,53.625038557849216,-0.5617905680490698
2010-11-15,0.2682,52.25312199907148,-2.5583507176367815
2010-11-16,0.225,48.94102153198258,-6.338569525372584
2010-11-17,0.24736666666666665,50.282718868346656,2.7414575633393445
2010-11-18,0.2678,51.42247479615503,2.2666951061110163
2010-11-19,0.2752,51.70873799853097,0.5566888865437214
2010-11-20,0.283955,47.47559474046815,-8.186514353112006
2010-11-21,0.27675,51.45744702359831,8.387156190243639
2010-11-22,0.2843,51.44845788570511,-0.017469070879250204
2010-11-23,0.28295,51.18653901063881,-0.5090898460905491
2010-11-24,0.28299,50.975561106569764,-0.4121745836834112
2010-11-25,0.28,50.57143494070644,-0.7927841441871641
2010-11-26,0.2844,50.6805932043418,0.21584964666978568
2010-11-27,0.28300000000000003,50.4140753839467,-0.5258774681671685
2010-11-28,0.2710819672131145,49.55453015192661,-1.7049707357992938
2010-11-29,0.23305,43.51797335664507,-12.181644698828508
2010-11-30,0.2082,42.0257982739461,-3.428870803495543
2010-12-01,0.2275,42.06749576118424,0.09921878691354635
2010-12-02,0.255,44.593380970525544,6.004363139847135
2010-12-03,0.25105,44.277740433547294,-0.7078192550299733
2010-12-04,0.206,41.63038121394882,-5.9789844596330965
2010-12-05,0.195,40.95842458772255,-1.6141015446697993
2010-12-06,0.204,42.747122847594696,4.367107079622201
2010-12-07,0.2366,44.516010405760596,4.13802717079339
2010-12-08,0.2388,44.56174709245837,0.10274210622400748
2010-12-09,0.192105,41.93131121350403,-5.902901144105977
2010-12-10,0.20385,31.55905808047894,-24.7362957008716
2010-12-11,0.228,39.13887290713226,24.017874067483213
2010-12-12,0.22,37.190068103264686,-4.979205222622662
2010-12-13,0.2299,35.074809625278796,-5.687697242480194
2010-12-14,0.24669,41.05758185591124,17.057176630605554
2010-12-15,0.24,45.32949509714819,10.40468787526001
2010-12-16,0.24996,42.51391251039169,-6.211369839267489
2010-12-17,0.24,41.332540530757804,-2.77878913013504
2010-12-18,0.241,40.17201153517186,-2.807785296242138
2010-12-19,0.2401,43.604185522487704,8.543694617609244
2010-12-20,0.267,43.02316987326064,-1.3324767846596308
2010-12-21,0.24,46.13263217279931,7.227413295437435
2010-12-22,0.25,40.593012599677444,-12.00802840031342
